front,back,tags,sources,decks,id
What are the five criteria of an emotionally immature adult?,"* Ego-centric
* Poor empathy
* Poor self-reflection 
* Fear of emotionally intimacy 
* Affective realism (approaching life so that reality is what I feel it is)",emotionally immature adults,Ten Percent Happier Podcast,Mindfulness,bXo0MGv294LHijoBmsQW
What is the *orchestration-driven service-oriented architecture style*?,"An outdated, distributed architecture style which uses a layered approach, where the guiding mantra is *reuse*. It has five main components: business services, enterprise services, application services, infrastructure services and an enterprise service bus containing the orchestrator engine.

The drawback of the strong focus on reuse, through the enterprise service bus, creates highly coupled and complex systems, which eventually hits maintainability, testability and deployability.","software architecture,architecture styles",Fundamentals of Software Architecture by Neal Ford et al.,Software Architecture,bbde37VbsRAgEF9qEO6j
What are the disadvantages of mutation testing?,"* Time consuming
* Never enough (it must be combined with other tests, e.g., unit tests)","software engineering,testing",,Software Architecture,bhJOdRc3AuwUdSXBfz31
What is the *facade pattern*?,"It is a structural design pattern that provides a simplified interface to a library, a framework, or any other complex set of classes.","design patterns,structural patterns",https://refactoring.guru/design-patterns/adapter,Design Patterns,bp3N4Y6m4HA18P0N9Ib2
What is the *Flatten Component Pattern*?,"The purpose of the pattern is to ensure that components are not built on top of one another, but rather flattened and represented as leaf nodes in a directory structure or namespace. This simplifies the process of breaking components into services later.

The pattern is applied by either moving components into root namespaces, i.e., merging, or creating new components (leaf nodes) out of the orphaned classes.

Important terms:
* Component - collection of classes grouped within a leaf node namespace.
* Root namespace - a namespace node that has been extended by another namespace node.
* Orphaned classes - classes contained within a root namespace, and hence have no definable component associated with them.","software architecture,decomposition",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,bvWx10ck5kVP7cUo7INS
What are four ways to create space for others in discussions?,"* Shift your contribution towards asking questions. Asking the right questions helps avoid missteps, but also makes it easier for more folks to contribute

* If you see someone in the meeting who isn’t participating, pull them into the discussion. It works best to pull exactly one person at a time into the discussion. It gets confusing when you open it up broadly to everyone or even just try to pull two or three people at once

* Be the one to take notes. This helps destigmatize note-taking as “low status” and also frees up an alternative would-be notetaker to contribute more instead. It also gives you something to focus on other than speaking!

* If you realize someone’s missing from the discussion who should be there, be the person to pull them into the next occurrence of the meeting. Talk with the meeting coordinator to let them know why it’s valuable to include them.","creating space,leadership",https://staffeng.com/guides/create-space-for-others,Engineering Leadership,c4QaaDNRInFJTntLqw4E
What seven factors affect preferred architecture style over time?,"* Observations from the past
* Changes in the ecosystem
* New capabilities
* Acceleration
* Domain changes
* Technology changes
* External factors","software architecture,architecture styles",Fundamentals of Software Architecture by Neal Ford et al.,Software Architecture,cZZcm9EAYpBU417AOYRe
What is the *strategy pattern*?,"It is a behavioral design pattern that lets you define a family of algorithms, put each of them into a separate class, and make their objects interchangeable.","design patterns,behavioral patterns",https://refactoring.guru/design-patterns,Design Patterns,clG8ZQ61ppu3I7MXy7xP
What is the *Identify and Size Components Pattern*?,"The purpose of this pattern is to identify and catalog the architectural components, and then properly size them.

Catalog the components by:

1. Component name
2. Component namespace
3. Percent (relative size as percentage of the whole codebase)
4. Statements (number of statements, used to determine *Percent*)
5. Files (total number of source code files)","software architecture,decomposition",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,cuaz6cDNEJusqLUIoOVv
What is the *proxy pattern*?,"It is a structural design pattern that lets you provide a substitute or placeholder for another object. A proxy controls access to the original object, allowing you to perform something either before or after the request gets through to the original object.","design patterns,structural patterns",https://refactoring.guru/design-patterns/adapter,Design Patterns,dTuzVygmpEsWtrOka86l
What are *two-way writeups*?,"A way to improve discussion and decision-making using written documents, by including a way to include and make feedback transparent.

It consists of three parts:

* Main: the written memo
* Pulse: ask participants to add a sentiment (1-5) and a reflection.
* Dory: collect questions to discuss, and the possibility to upvote/downvote them.",written communication,https://coda.io/@lshackleton/two-way-writeups-coda-s-secret-to-shipping-fast,Clear Communication,ddPwgNEHQZlpF7jHRBdS
What is *service-based architecture style*?,"It is a distributed architecture that typically has separately deployed user interface, separately deployed coarse-grained services and a monolithic database.","software architecture,architecture styles",Fundamentals of Software Architecture by Neal Ford et al.,Software Architecture,diWnp6gtAfISHCXIvV6k
What are the benefits of *micro frontends*?,"* Incremental upgrades
* Simple (smaller), decoupled codebases
* Independent deployment
* Autonomous teams","software architecture,micro frontends",https://martinfowler.com/articles/micro-frontends.html,Software Architecture,djWU3x4CnyxEDjItvBAM
What are some examples (9) of cross-cutting architecture characteristics?,"* Accessibility 
* Archivability
* Authentication
* Authorization
* Legal
* Privacy
* Security
* Supportability
* Usability/achievability","software architecture,architectural characteristics",Fundamentals of Software Architecture by Neal Ford et al.,Software Architecture,e3KN4A3FL6CNQoCjHhOf
What is static coupling?,"It defines how services are *wired* together.

It represents how static dependencies resolve within the architecture via contracts. These dependencies include the operating system, frameworks, and/or libraries delivered via transitive dependency management, and any other operational requirement to allow quantum to operate.","software architecture,static coupling",Software Architecture: The Hard Parts by Neil Ford et al.,Software Architecture,eEWtB9XzDFgUp8fNQAWl
What three criteria should an *architectural characteristic* meet?,"* Specifies a non-domain design consideration - e.g, operational criteria for success, how to implement requirements, why certain choices were made. 

* Influences some structural aspect of the design - i.e., security could be a characteristic if it forces a certain design on an application, but not if it’s just about general baseline precautions.
 
* Critical or important to application success - for every additional characteristic complexity increases. Therefore important to prioritize the most important.","software architecture,architectural characteristics",Fundamentals of Software Architecture by Neal Ford et al.,Software Architecture,eNh1Kbg9Cy23JEp1h4LV
